"Index";"Company";"TypeName";"Inches";"ResolutionWidth";"ResolutionHeight";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory_type";"Primary_storage";"Secondary_storage";"Gpu_brand";"OpSys";"Weight";"Price"
995;"Asus";"Notebook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.4;61272
127;"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series 6110";1.5;4;"SSD";64;0;"AMD";"Windows";1.65;14811
31;"Asus";"Notebook";14.0;1366;768;0;"AMD";"E-Series E2-6110";1.5;2;"Flash storage";32;0;"AMD";"Windows";1.65;10603
1132;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"Windows";1.5;14812
378;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"Windows";1.5;15238
796;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"Windows";1.63;15931
300;"Asus";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";1.3;27120
713;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"Windows";1.5;15877
1175;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";256;0;"Intel";"Windows";2.0;40972
361;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.0;50350
63;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.4;50136
322;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";2.0;58288
332;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2.0;71076
882;"Asus";"Notebook";14.1;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash storage";32;0;"Intel";"Windows";1.65;18541
252;"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"Windows";1.68;24988
160;"Asus";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"Windows";2.03;21472
544;"Asus";"Notebook";15.6;1366;768;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";"Windows";2.0;18595
1172;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Windows";2.2;19660
681;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";"Windows";1.86;22324
338;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"Linux";2.0;14651
1255;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"Windows";2.0;18062
555;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";"Linux";2.0;11935
634;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";"Windows";2.0;21259
230;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.37;21258
1124;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.0;23177
752;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";"No OS";2.45;30849
57;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Windows";2.0;31232
42;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Linux";2.3;27865
1269;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;4;"HDD";500;0;"Nvidia";"Windows";2.2;38379
754;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";"Windows";2.37;45283
1225;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Intel";"Windows";2.65;16464
876;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Linux";2.0;21258
856;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"Windows";2.0;23923
465;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";"Windows";2.0;16197
779;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";"Windows";2.0;31004
237;"Asus";"Notebook";15.6;1920;1080;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";"Windows";2.2;30636
147;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"Windows";2.0;18328
40;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.0;20726
59;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"Intel";"Linux";2.0;22111
98;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;6;"SSD";256;0;"Nvidia";"Windows";2.0;30743
832;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"Linux";2.1;27652
439;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";"Linux";2.0;29784
839;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";128;0;"Intel";"Windows";2.3;31435
462;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"Windows";2.37;39907
801;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.37;58555
227;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.0;40972
564;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2.5;44702
635;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";1.99;48305
506;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2.0;65215
1211;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.2;93187
119;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"Windows";1.7;59567
474;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.6;12;"Hybrid";128;1024;"Intel";"Windows";2.06;69211
532;"Asus";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";"Windows";2.0;69211
854;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";2.3;41931
49;"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"Windows";2.8;24828
766;"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";"Windows";2.8;25060
941;"Asus";"Notebook";17.3;1600;900;0;"Intel";"Pentium Quad";1.6;4;"HDD";1024;0;"Nvidia";"Windows";2.8;28238
118;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";"Windows";2.0;30050
228;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";256;500;"Nvidia";"Windows";2.69;47472
242;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"No OS";2.69;47366
241;"Asus";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.1;61006
423;"Asus";"Notebook";35.6;1920;1080;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"Linux";2.3;31808
489;"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";0.91;103896
384;"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";1.1;93181
1241;"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.45;68198
847;"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";512;0;"Nvidia";"Windows";1.45;54665
1261;"Asus";"Ultrabook";13.3;1920;1080;0;"Intel";"Core M";0.9;8;"SSD";512;0;"Intel";"Windows";1.2;38841
763;"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.2;60153
676;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.1;60473
630;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";11.1;101232
94;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"Windows";1.25;55891
405;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"Windows";1.1;99793
8;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Nvidia";"Windows";1.3;79654
145;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.25;58555
107;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";1.3;63563
287;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";1.7;52055
299;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";1.63;78215
327;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"Windows";1.7;55939
65;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";1.8;105654
110;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;1024;"Nvidia";"Windows";1.5;67239
421;"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";"Celeron Quad";1.1;6;"Flash storage";64;0;"Intel";"Windows";1.4;23923
30;"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8300";1.4;4;"Flash storage";64;0;"Intel";"Windows";1.89;13053
483;"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";"Atom x5-Z8350";1.4;4;"Flash storage";64;0;"Intel";"Windows";1.89;13261
455;"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Pentium Quad";1.6;4;"HDD";500;0;"Intel";"Windows";1.47;25521
598;"Dell";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.34;88978
727;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";1.71;34579
956;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"Windows";1.24;101179
737;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"Windows";1.55;35112
23;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";1.62;43636
1067;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"Windows";1.62;42518
902;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.3;16;"SSD";256;0;"Intel";"Windows";1.22;87859
219;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"Windows";1.62;68145
374;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.62;46301
1194;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;63883
1058;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";256;0;"Intel";"Windows";1.6;69211
194;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"Windows";1.62;44702
1249;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"Windows";1.24;96597
970;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";1.3;16;"SSD";512;0;"Intel";"Windows";1.22;101179
900;"Dell";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i7";1.3;8;"SSD";512;0;"Intel";"Windows";1.24;107258
1224;"Dell";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";"Windows";2.08;27120
265;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"Windows";2.67;42571
1186;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";"Windows";2.09;62817
158;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"Windows";1.56;55891
1020;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i3";2.3;4;"HDD";1024;0;"Intel";"Windows";2.08;42410
1213;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";2.191;53227
1052;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.7;8;"SSD";256;0;"Intel";"Windows";2.3;58288
980;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"SSD";512;0;"Intel";"Windows";2.19;69211
250;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"Windows";2.08;43636
44;"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i5";1.6;12;"HDD";1024;0;"Nvidia";"Windows";2.77;53227
1243;"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"Windows";2.77;95851
592;"Dell";"2 in 1 Convertible";31.6;1366;768;1;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";"Windows";1.39;32128
1068;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";"Windows";3.21;70809
808;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.62;89457
1165;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.62;79813
682;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";"Windows";3.21;109277
1010;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";1024;0;"Nvidia";"Windows";2.65;50563
700;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.56;43636
357;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"Windows";2.65;53227
243;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.56;46833
789;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.62;52481
93;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"Windows";2.65;63670
611;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";"Windows";2.59;46834
918;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.6;71875
631;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.62;78801
835;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3.21;147832
150;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"Windows";2.56;66561
151;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";1024;0;"Nvidia";"Windows";2.62;47899
167;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.56;56503
773;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.62;58555
896;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Linux";2.62;49497
1153;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"Windows";2.62;63883
685;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";3.49;149917
758;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;152860
200;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";2.65;98302
85;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";2.65;71875
41;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";2.65;79867
425;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2.62;61752
767;"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";"Windows";2.72;58555
939;"Dell";"Gaming";17.3;2560;1440;0;"Intel";"Core i7";2.7;16;"Hybrid";512;1024;"Nvidia";"Windows";4.36;146946
723;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4.36;194973
972;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;32;"Hybrid";256;1024;"Nvidia";"Windows";4.42;149184
955;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"Windows";4.36;168045
659;"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4.42;167692
818;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4.36;133467
530;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4.42;160520
224;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;130874
552;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;143803
780;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";"Windows";4.42;191211
968;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";256;1024;"Nvidia";"Windows";4.42;167779
841;"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";"Windows";4.42;163724
424;"Dell";"Gaming";27.3;2560;1440;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";4.42;149131
584;"Dell";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash storage";16;0;"Intel";"ChromeOS";1.26;15718
804;"Dell";"Netbook";11.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";"Windows";1.63;39640
416;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";1.65;36710
764;"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.65;45235
858;"Dell";"Notebook";13.3;1920;1080;1;"Intel";"Core i5";2.3;8;"HDD";1024;0;"Intel";"Windows";1.62;34579
827;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";1.76;31169
475;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.3;8;"SSD";128;0;"Intel";"Windows";1.79;39427
819;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.76;40226
1246;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";"Windows";1.6;46620
748;"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;60031
541;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";"Windows";1.6;39207
660;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";"Windows";1.56;65481
989;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"Windows";1.6;59620
233;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"Windows";1.6;45768
359;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.36;76031
522;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"Windows";1.64;68184
910;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";"Windows";1.6;64202
711;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"Linux";1.64;58022
445;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";"Windows";1.64;62817
1292;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;2;"HDD";500;0;"Intel";"Windows";2.2;20193
377;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Windows";1.8;16464
340;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"Linux";2.2;14647
1200;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"AMD";"Windows";2.3;26587
886;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.18;24280
898;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.18;32714
965;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.25;24808
612;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.18;23651
613;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Linux";2.25;19128
936;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";2.18;29762
604;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Linux";2.18;24775
559;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.18;32922
687;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"Windows";2.2;29073
25;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"Windows";2.3;22305
1257;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"Windows";2.29;26107
741;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";"Windows";2.0;35431
1070;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.3;4;"HDD";500;0;"Intel";"Windows";2.06;25680
1002;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"Windows";2.18;29144
481;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"Windows";2.18;31254
1290;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"Windows";2.3;24456
175;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Intel";"Windows";2.3;24456
1111;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"AMD";"Windows";2.24;40980
1123;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Linux";2.09;27899
925;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";"Windows";1.95;38889
